,,,,,,,,,,
2700159,https://api.github.com/repos/alibaba/druid,druid,alibaba,True,583,7787,49661,3585,:hotsprings: !DRDS(https://www.aliyun.com/product/drds )TDDL powered by Druid,
41233920,https://api.github.com/repos/HannahMitt/HomeMirror,HomeMirror,HannahMitt,True,30,7697,5989,670,Android application powering the mirror in my house,
32610336,https://api.github.com/repos/orhanobut/logger,logger,orhanobut,False,20,7467,1790,1334," Simple, pretty and powerful logger for android",android java json-logging log logcat logger pretty-printer timber
1451060,https://api.github.com/repos/JakeWharton/ActionBarSherlock,ActionBarSherlock,JakeWharton,False,92,7356,21244,4031,[DEPRECATED] Action bar implementation which uses the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,
14734876,https://api.github.com/repos/deeplearning4j/deeplearning4j,deeplearning4j,deeplearning4j,True,530,7185,177767,3600,"Deep Learning for Java, Scala & Clojure on Hadoop & Spark With GPUs - From Skymind",deeplearning deeplearning4j dl4j gpu hadoop intellij java neural-nets spark
20773773,https://api.github.com/repos/bazelbuild/bazel,bazel,bazelbuild,True,1017,7074,404306,1024,"a fast, scalable, multi-language and extensible build system",bazel build build-system correct fast multi-language scalable test
36470590,https://api.github.com/repos/chrisbanes/cheesesquare,cheesesquare,chrisbanes,False,16,7032,1322,1758,Demos the new Android Design library.,
53991171,https://api.github.com/repos/roughike/BottomBar,BottomBar,roughike,True,263,6991,40792,1296,A custom view component that mimics the new Material Design Bottom Navigation pattern.,android bottom-navigation java library material-design
36814724,https://api.github.com/repos/apl-devs/AppIntro,AppIntro,apl-devs,True,29,6831,22220,1256,Make a cool intro for your Android app.,appintro custom-slides material-design slide slide-policy
28340997,https://api.github.com/repos/wasabeef/recyclerview-animators,recyclerview-animators,wasabeef,True,84,6830,67459,1427,An Android Animation library which easily add itemanimator to RecyclerView items.,android android-library animation recyclerview
15328210,https://api.github.com/repos/chrisjenx/Calligraphy,Calligraphy,chrisjenx,True,100,6818,1536,866,Custom fonts in Android the easy way...,
80233816,https://api.github.com/repos/airbnb/lottie-react-native,lottie-react-native,airbnb,False,61,6792,7756,480,Lottie wrapper for React Native.,after-effects animations bodymovin react react-native
48175620,https://api.github.com/repos/google/agera,agera,google,True,3,6751,966,631,Reactive Programming for Android,agera android reactive
65885,https://api.github.com/repos/android/platform_frameworks_base,platform_frameworks_base,android,True,110,6731,2580516,4825,,
10410764,https://api.github.com/repos/umano/AndroidSlidingUpPanel,AndroidSlidingUpPanel,umano,True,205,6730,2839,1968,This library provides a simple way to add a draggable sliding up panel (popularized by Google Music and Google Maps) to your Android application. Brought to you by Umano.,
1911523,https://api.github.com/repos/eclipse/vert.x,vert.x,eclipse,True,161,6627,98615,1226,Vert.x is a tool-kit for building reactive applications on the JVM,concurrency event-loop high-performance http2 java jvm netty nio non-blocking reactive vertx
747512,https://api.github.com/repos/clojure/clojure,clojure,clojure,False,7,6599,12739,1094,The Clojure programming language,
1705960,https://api.github.com/repos/perwendel/spark,spark,perwendel,True,126,6590,2236,1255,A simple expressive web framework for java. News: Spark now has a kotlin DSL https://github.com/perwendel/spark-kotlin,
4576305,https://api.github.com/repos/openzipkin/zipkin,zipkin,openzipkin,True,164,6569,25036,1032,Zipkin is a distributed tracing system,
33390523,https://api.github.com/repos/Freelander/Android_Data,Android_Data,Freelander,True,3,6558,153,1815,"Some Android learning materials, hoping to help you learn Android development.",android android-library android-studio android-tools animations apps awesome google-android material-design open-source-project
34533286,https://api.github.com/repos/florent37/MaterialViewPager,MaterialViewPager,florent37,True,167,6480,19531,1295,A Material Design ViewPager easy to use library,android java kenburnsview material materialviewpager parallax scroll toolbar viewpager
5349565,https://api.github.com/repos/prestodb/presto,presto,prestodb,True,1063,6469,79819,2125,Distributed SQL query engine for big data,big-data hadoop hive java presto sql
106310,https://api.github.com/repos/junit-team/junit4,junit4,junit-team,True,116,6421,22147,2481,A programmer-oriented testing framework for Java.,
5279091,https://api.github.com/repos/square/dagger,dagger,square,False,60,6413,7033,2034,A fast dependency injector for Android and Java.,
5901900,https://api.github.com/repos/LMAX-Exchange/disruptor,disruptor,LMAX-Exchange,True,6,6382,7645,1752,High Performance Inter-Thread Messaging Library,
93152223,https://api.github.com/repos/scwang90/SmartRefreshLayout,SmartRefreshLayout,scwang90,True,3,6238,166907,1079,"RefreshLayoutOverScroll,Android,,,Header Footer",android android-ui footer header overscroll pull-to-refresh pulltorefresh refreshlayout
9705586,https://api.github.com/repos/astuetz/PagerSlidingTabStrip,PagerSlidingTabStrip,astuetz,False,217,6238,28964,2850,An interactive indicator to navigate between the different pages of a ViewPager,
32775739,https://api.github.com/repos/JakeWharton/RxBinding,RxBinding,JakeWharton,False,29,6194,1216,659,RxJava binding APIs for Android's UI widgets.,
14046563,https://api.github.com/repos/Bearded-Hen/Android-Bootstrap,Android-Bootstrap,Bearded-Hen,True,14,6190,11507,1384,"Bootstrap style widgets for Android, with Glyph Icons",android android-animated-icons android-bootstrap android-library android-ui bootstrap-brands glyph-icons java twitter-bootstrap-specification widget
2211243,https://api.github.com/repos/apache/kafka,kafka,apache,False,448,6135,56003,3760,Mirror of Apache Kafka,
83285138,https://api.github.com/repos/alibaba/vlayout,vlayout,alibaba,True,44,5996,699,1047,"Project vlayout is a powerfull LayoutManager extension for RecyclerView, it provides a group of layouts for RecyclerView. Make it able to handle a complicate situation when grid, list and other layouts in the same recyclerview. ",android layout layout-manager layoutmanager recyclerview-multi-type
1272129,https://api.github.com/repos/dropwizard/dropwizard,dropwizard,dropwizard,True,94,5995,52239,233,A damn simple library for building production-ready RESTful web services.,dropwizard hibernate java jax-rs jersey2 jetty rest web-framework
24650339,https://api.github.com/repos/google/physical-web,physical-web,google,True,75,5957,33447,719,The Physical Web: walk up and use anything,
29946464,https://api.github.com/repos/cymcsg/UltimateRecyclerView,UltimateRecyclerView,cymcsg,True,168,5932,7066,1340,"A RecyclerView(advanced and flexible version of ListView in Android) with refreshing,loading more,animation and many other features.",android java recyclerview ultimaterecyclerview
63571529,https://api.github.com/repos/JackyAndroid/AndroidInterview-Q-A,AndroidInterview-Q-A,JackyAndroid,True,1,5930,61680,1377,The top Internet companies android interview questions and answers,android interview interview-questions
49068243,https://api.github.com/repos/Yalantis/uCrop,uCrop,Yalantis,True,90,5860,63703,1066,Image Cropping Library for Android,android animation crop image java photo rotation scale
12035487,https://api.github.com/repos/Bilibili/DanmakuFlameMaster,DanmakuFlameMaster,Bilibili,True,156,5856,3533,1568,Android ~,
44883053,https://api.github.com/repos/81813780/AVLoadingIndicatorView,AVLoadingIndicatorView,81813780,True,44,5799,14396,1252,Nice loading animations for Android,android animation indicator loading
49712843,https://api.github.com/repos/jeasonlzy/okhttp-OkGo,okhttp-OkGo,jeasonlzy,True,23,5780,84860,1585,"OkGo - 3.0 , Http , OkHttp , Retrofit , RxJava,RxJava2,,",http okgo okhttp restful rxjava rxjava2
64054478,https://api.github.com/repos/Curzibn/Luban,Luban,Curzibn,True,22,5774,222,1088,Luban()Image compression with efficiency very close to WeChat Moments/,android image-compression luban
4931659,https://api.github.com/repos/Netflix/SimianArmy,SimianArmy,Netflix,True,26,5771,15292,823,Tools for keeping your cloud operating in top form. Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.,
40903276,https://api.github.com/repos/hongyangAndroid/okhttputils,okhttputils,hongyangAndroid,True,218,5769,17152,2161,[]okhttp,
8205602,https://api.github.com/repos/mybatis/mybatis-3,mybatis-3,mybatis,True,97,5764,77922,3867,MyBatis SQL mapper framework for Java,java mybatis sql
22132512,https://api.github.com/repos/kaushikgopal/RxJava-Android-Samples,RxJava-Android-Samples,kaushikgopal,True,3,5668,1099,1106,Learning RxJava for Android by example,concurrency example java learning-rxjava reactive reactive-programming rxjava sample thread
715605,https://api.github.com/repos/xetorthio/jedis,jedis,xetorthio,True,206,5663,6153,2430,A blazingly small and sane redis java client,
8859474,https://api.github.com/repos/skylot/jadx,jadx,skylot,False,93,5648,5410,1007,Dex to Java decompiler,
20275545,https://api.github.com/repos/google/guice,guice,google,True,278,5635,62797,880,"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 6 and above, brought to you by Google.",
10230369,https://api.github.com/repos/google/auto,auto,google,True,120,5632,2171,607,A collection of source code generators for Java.,
8877512,https://api.github.com/repos/nhaarman/ListViewAnimations,ListViewAnimations,nhaarman,True,87,5619,25513,1847,[DEPRECATED] An Android library which allows developers to easily add animations to ListView items,
40786751,https://api.github.com/repos/permissions-dispatcher/PermissionsDispatcher,PermissionsDispatcher,permissions-dispatcher,False,5,5548,2409,854,Simple annotation-based API to handle runtime permissions.,android java kotlin
46461070,https://api.github.com/repos/hongyangAndroid/AndroidAutoLayout,AndroidAutoLayout,hongyangAndroid,True,130,5537,7449,1745,"[]Android,,",
98978879,https://api.github.com/repos/Tencent/VasSonic,VasSonic,Tencent,True,0,5502,14919,657,"VasSonic is a lightweight and high-performance Hybrid framework developed by tencent VAS team, which is intended to speed up the first screen of websites working on Android and iOS platform. ",android-sdk h5 hybrid ios-sdk web webview
10214538,https://api.github.com/repos/koush/ion,ion,koush,False,263,5427,11702,968,Android Asynchronous Networking and Image Loading,
6358188,https://api.github.com/repos/druid-io/druid,druid,druid-io,True,803,5424,125784,1320,Column oriented distributed data store ideal for powering interactive applications,
302322,https://api.github.com/repos/gradle/gradle,gradle,gradle,True,741,5421,179309,1867,"Adaptable, fast automation for all",build-tool gradle
14681168,https://api.github.com/repos/JakeWharton/hugo,hugo,JakeWharton,False,45,5334,201,509,Annotation-triggered method call logging for your debug builds.,
6207167,https://api.github.com/repos/mockito/mockito,mockito,mockito,True,163,5298,43582,964,Most popular Mocking framework for unit tests written in Java,java java-library mock mock-library mocking mocking-framework mockito mocks test-automation test-driven-development testing testing-tools
9623064,https://api.github.com/repos/code4craft/webmagic,webmagic,code4craft,True,123,5269,17052,2676,A scalable web crawler framework for Java.,crawler framework java scraping
13404515,https://api.github.com/repos/brettwooldridge/HikariCP,HikariCP,brettwooldridge,True,42,5246,4666,806, HikariCPA solid high-performance JDBC connection pool at last.,connection-pool high-performance java jdbc
28550872,https://api.github.com/repos/Bigkoo/Android-PickerView,Android-PickerView,Bigkoo,True,24,5228,5688,1538,"This is a picker view for android , support linkage effect, timepicker and optionspicker.()",android-pickerview datepicker optionspicker pickerview timepicker
43443499,https://api.github.com/repos/geeeeeeeeek/WeChatLuckyMoney,WeChatLuckyMoney,geeeeeeeeek,False,22,5226,561,1801,:money_with_wings: WeChat's lucky money helper (). An Android app that helps you snatch red packets in WeChat groups. ,android hongbao lucky-money red-paceket
21490963,https://api.github.com/repos/pedrovgs/EffectiveAndroidUI,EffectiveAndroidUI,pedrovgs,True,5,5191,989,1168,"Sample project created to show some of the best Android practices to work in the Android UI Layer. The UI layer of this project has been implemented using MVP or MVVM (without binding engine) to show how this patterns works. This project is used during the talk ""EffectiveAndroidUI"".",
87780098,https://api.github.com/repos/aritraroy/UltimateAndroidReference,UltimateAndroidReference,aritraroy,True,3,5187,396,630,:rocket: Ultimate Android Reference - Your Road to Become a Better Android Developer,android android-apps android-book android-developers android-development android-game android-library android-open-source android-studio android-tests kotlin-android sample-android twitter websites
537800,https://api.github.com/repos/dropwizard/metrics,metrics,dropwizard,False,148,5159,7715,1371,:chart_with_upwards_trend: Capturing JVM- and application-level metrics. So you know what's going on.,java metrics
41482296,https://api.github.com/repos/DroidPluginTeam/DroidPlugin,DroidPlugin,DroidPluginTeam,True,173,5153,1794,2227,"A plugin framework on android,Run any third-party apk without installation, modification or repackage",android droid-plugin hook plugin pluginframework virtualization
27764811,https://api.github.com/repos/rey5137/material,material,rey5137,True,201,5121,4121,1265,A library to bring fully animated Material Design components to pre-Lolipop Android. ,
9504214,https://api.github.com/repos/facebook/buck,buck,facebook,False,291,5076,608123,785,"A fast build system that encourages the creation of small, reusable modules over a variety of platforms and languages.",android buck build-tool ios java python
83398100,https://api.github.com/repos/alibaba/atlas,atlas,alibaba,True,23,5076,74672,952,A powerful Android Dynamic Component Framework.,android atlas dynamic
7905539,https://api.github.com/repos/koral--/android-gif-drawable,android-gif-drawable,koral--,True,23,5053,3543,1257,Views and Drawable for displaying animated GIFs on Android,android animated-gifs drawable gif
14393731,https://api.github.com/repos/JakeWharton/u2020,u2020,JakeWharton,False,14,5033,9383,929,A sample Android app which showcases advanced usage of Dagger among other open source libraries.,
25422633,https://api.github.com/repos/pedant/sweet-alert-dialog,sweet-alert-dialog,pedant,True,102,5026,1694,1469,"SweetAlert for Android, a beautiful and clever alert dialog",
3688678,https://api.github.com/repos/emilsjolander/StickyListHeaders,StickyListHeaders,emilsjolander,True,140,5026,3866,1536,An android library for section headers that stick to the top,
48427914,https://api.github.com/repos/lingochamp/FileDownloader,FileDownloader,lingochamp,True,75,5017,40265,1107,MultitaskMultiThread(MultiConnection)Breakpoint-resumeHigh-concurrencySimple to useSingle/NotSingle-process,android breakpoint download downloader filedownloader high-concurrency multiple-process multiple-thread multitasking
11888356,https://api.github.com/repos/evant/gradle-retrolambda,gradle-retrolambda,evant,True,64,5013,547,443,"A gradle plugin for getting java lambda support in java 6, 7 and android",
3766706,https://api.github.com/repos/iBotPeaches/Apktool,Apktool,iBotPeaches,False,84,4994,81265,1553,A tool for reverse engineering Android apk files,9patch android apk apktool arsc reverse-engineering
24219409,https://api.github.com/repos/futuresimple/android-floating-action-button,android-floating-action-button,futuresimple,True,123,4994,2191,1384,Floating Action Button for Android based on Material Design specification,
88111990,https://api.github.com/repos/zhihu/Matisse,Matisse,zhihu,True,100,4986,1814,623,:fireworks: A well-designed local image and video selector for Android,android android-image-picker android-image-selector android-library video-selector
3523632,https://api.github.com/repos/springside/springside4,springside4,springside,True,62,4980,4780,3031,"A Spring Framework based, pragmatic style JavaEE application reference architecture.",
7694208,https://api.github.com/repos/lucasr/twoway-view,twoway-view,lucasr,True,168,4975,2554,1048,RecyclerView made simple,
442430,https://api.github.com/repos/jhy/jsoup,jsoup,jhy,False,205,4970,2453,1371,"jsoup: Java HTML Parser, with best of DOM, CSS, and jquery",css dom html java java-html-parser jsoup parse
5417266,https://api.github.com/repos/amlcurran/ShowcaseView,ShowcaseView,amlcurran,False,77,4967,15237,1269,"Highlight the best bits of your app to users quickly, simply, and cool...ly",
11704709,https://api.github.com/repos/wyouflf/xUtils,xUtils,wyouflf,True,200,4966,34986,3103,"android orm, bitmap, http, view inject...   https://github.com/wyouflf/xUtils3",
4812336,https://api.github.com/repos/square/otto,otto,square,False,18,4899,1040,901,An enhanced Guava-based event bus with emphasis on Android support.,
16389681,https://api.github.com/repos/google/j2objc,j2objc,google,True,66,4864,44788,665,A Java to iOS Objective-C translation tool and runtime.,
25114751,https://api.github.com/repos/lecho/hellocharts-android,hellocharts-android,lecho,False,211,4858,6124,1343,"Charts/graphs library for Android compatible with API 8+, several chart types with support for scaling, scrolling and animations",android chart
51199322,https://api.github.com/repos/lipangit/JiaoZiVideoPlayer,JiaoZiVideoPlayer,lipangit,True,131,4857,142733,1305,Android VideoPlayer MediaPlayer VideoView MediaView Float View And Fullscreen,android fullscreen jiecaovideoplayer player video
2489216,https://api.github.com/repos/JetBrains/intellij-community,intellij-community,JetBrains,False,106,4856,2688891,1891,IntelliJ IDEA Community Edition,
221862,https://api.github.com/repos/rzwitserloot/lombok,lombok,rzwitserloot,False,535,4852,72722,945,Very spicy additions to the Java programming language.,
45808756,https://api.github.com/repos/H07000223/FlycoTabLayout,FlycoTabLayout,H07000223,True,92,4828,2603,1178,An Android TabLayout Lib,
18263026,https://api.github.com/repos/singwhatiwanna/dynamic-load-apk,dynamic-load-apk,singwhatiwanna,True,85,4822,8956,1896,DL : dynamic load framework in android,
30794722,https://api.github.com/repos/ogaclejapan/SmartTabLayout,SmartTabLayout,ogaclejapan,False,67,4744,14915,1014,A custom ViewPager title strip which gives continuous feedback to the user when scrolling,
12984746,https://api.github.com/repos/gabrielemariotti/cardslib,cardslib,gabrielemariotti,False,184,4718,30628,1285,Android Library to build a UI Card,
6220644,https://api.github.com/repos/OpenRefine/OpenRefine,OpenRefine,OpenRefine,True,350,4700,327520,840,"OpenRefine is a free, open source power tool for working with messy data and improving it",
19748251,https://api.github.com/repos/claritylab/lucida,lucida,claritylab,True,44,4677,1352149,880,Speech and Vision Based Intelligent Personal Assistant,
13486910,https://api.github.com/repos/facebook/rebound,rebound,facebook,True,24,4676,23621,807,A Java library that models spring dynamics and adds real world physics to your app. ,
11495787,https://api.github.com/repos/JakeWharton/timber,timber,JakeWharton,False,41,4667,962,481,"A logger with a small, extensible API which provides utility on top of Android's normal Log class.",
42984727,https://api.github.com/repos/ChrisRM/material-theme-jetbrains,material-theme-jetbrains,ChrisRM,True,4,4656,91387,290,JetBrains theme of Material Theme,
29012058,https://api.github.com/repos/wasabeef/glide-transformations,glide-transformations,wasabeef,True,39,4642,26228,787,An Android transformation library providing a variety of image transformations for Glide.,android android-library glide glidev4 image-processing
15057216,https://api.github.com/repos/etsy/AndroidStaggeredGrid,AndroidStaggeredGrid,etsy,True,105,4584,878,1221,An Android staggered grid view which supports multiple columns with rows of varying sizes.,
5537121,https://api.github.com/repos/koush/AndroidAsync,AndroidAsync,koush,False,251,4575,3410,1198,"Asynchronous socket, http (client+server), websocket, and socket.io library for android. Based on nio, not threads.",
20394581,https://api.github.com/repos/daimajia/AndroidImageSlider,AndroidImageSlider,daimajia,True,246,4572,2165,1501,An amazing and convenient Android image slider.,
53662249,https://api.github.com/repos/wix/react-native-navigation,react-native-navigation,wix,False,539,4560,7386,771,A complete native navigation solution for React Native,navigation navigator react-native
